District,Category,Bedrooms,Livingrooms,Bathrooms,Furnished,Kitechen,Garage,Elevator,AC,Price,Region,floor_number,AGE
شقة للإيجار في شارع الشيخ عبدالله بن محمد ، حي سلطانة ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,no,13000.0,West,1.0,1.0
شقة للإيجار في شارع نابلس ، حي الزهرة ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,16500.0,West,3.0,4.0
شقة للإيجار في شارع ابن المهاجر ، حي المهدية ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,30000.0,West,2.0,1.0
شقة للإيجار في شارع الشويمس ، حي الزهرة ، الرياض ، الرياض,family,1.0,1.0,1,no,no,no,no,no,13000.0,West,2.0,1.0
شقة للإيجار في شارع مكي بن ريان ، حي طويق ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,16000.0,West,2.0,3.0
شقة للإيجار في شارع الهفوف ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,18000.0,West,3.0,5.0
شقة للإيجار في الطريق الدائري الجنوبي الفرعي ، حي شبرا ، الرياض ، الرياض,singal,1.0,1.0,1,no,yes,no,yes,yes,17000.0,West,2.0,10.0
شقة للإيجار في حي ، شارع وادي الحسنا ، حي المهدية ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,24000.0,West,3.0,1.0
شقة للإيجار في شارع الفروسية ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,yes,no,26000.0,West,2.0,3.0
شقة للإيجار في شارع المجمعة ، حي الحزم ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,14000.0,West,2.0,13.0
شقة للإيجار في شارع كمال الدين البغدادي ، حي شبرا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,no,yes,16000.0,West,2.0,1.0
شقة للإيجار في حي ، شارع نجم الدين الأيوبي ، حي ظهرة نمار ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,24000.0,West,3.0,1.0
شقة للإيجار في حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,21000.0,West,2.0,1.0
شقة للإيجار في حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,no,18000.0,West,3.0,4.0
شقة للإيجار في شارع القمري ، حي الحزم ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,14500.0,West,2.0,13.0
شقة للإيجار في شارع الحضن ، حي الحزم ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,13000.0,West,3.0,1.0
شقة للإيجار في شارع الخطامة ، حي العريجاء الوسطى ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,18000.0,West,2.0,5.0
شقة للإيجار في حي المهدية ، الرياض ، الرياض,family,3.0,2.0,2,no,yes,no,no,yes,25000.0,West,3.0,1.0
شقة للإيجار في شارع الشفا ، حي ظهرة لبن ، الرياض ، الرياض,singal,4.0,1.0,4,no,no,no,no,no,34000.0,West,1.0,1.0
شقة للإيجار في حي ، شارع أم الحسين الطبرية ، حي ظهرة نمار ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,yes,20000.0,West,2.0,4.0
شقة للإيجار في شارع الخيالة ، حي لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,yes,no,22000.0,West,3.0,10.0
شقة للإيجار في حي ، طريق العروبة ، حي أم الحمام الغربي ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,no,yes,27000.0,West,2.0,4.0
شقة للإيجار في شارع ينبع ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,21000.0,West,1.0,4.0
شقة للإيجار في شارع عفيفة القرشية ، حي ظهرة البديعة ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,24000.0,West,2.0,3.0
شقة للإيجار في شارع البحيرات ، حي العريجاء الغربية ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,no,no,16000.0,West,3.0,4.0
شقة للإيجار في شارع نجم الدين الأيوبي الفرعي ، حي ظهرة نمار ، الرياض ، الرياض,singal,2.0,1.0,1,no,yes,no,no,yes,16500.0,West,2.0,4.0
شقة للإيجار في حي ، شارع الفجر ، حي السويدي الغربي ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,16500.0,West,1.0,13.0
شقة للإيجار في شارع مصده ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,yes,24000.0,West,1.0,4.0
شقة للإيجار في حي ، شارع جري بن ضمرة ، حي العريجاء الوسطى ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,15000.0,West,3.0,15.0
شقة للإيجار في حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,yes,yes,no,no,yes,25000.0,West,1.0,4.0
شقة للإيجار في حي عرقة ، الرياض ، الرياض,family,2.0,2.0,3,no,yes,no,yes,yes,50000.0,West,2.0,5.0
شقة للإيجار في حي ، شارع المركب ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,24000.0,West,3.0,10.0
شقة للإيجار في حي ظهرة لبن ، الرياض ، الرياض,family,5.0,1.0,3,no,yes,no,no,no,23000.0,West,2.0,2.0
شقة للإيجار في شارع الكرادمة ، حي السويدي ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,14000.0,West,1.0,5.0
شقة للإيجار في شارع الدوادمي ، حي هجرة لبن ، الرياض ، الرياض,family,6.0,1.0,4,no,yes,no,no,yes,45000.0,West,1.0,4.0
شقة للإيجار في حي ، شارع ابن سائب المخزومي ، حي العريجاء الغربية ، الرياض ، الرياض,family,5.0,1.0,3,no,yes,no,no,no,20000.0,West,3.0,7.0
شقة للإيجار في شارع الحناد ، حي طويق ، الرياض ، الرياض,family,2.0,1.0,2,no,no,no,no,no,15000.0,West,1.0,4.0
شقة للإيجار في حي طويق ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,17000.0,West,2.0,1.0
شقة للإيجار في الرياض ، حي المهدية ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,30000.0,West,2.0,1.0
شقة للإيجار في شارع ابن الفاخوري ، حي السويدي ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,15000.0,West,2.0,18.0
شقة للإيجار في الطريق الدائري الجنوبي الفرعي ، حي شبرا ، الرياض ، الرياض,singal,1.0,1.0,1,no,yes,no,no,yes,16000.0,West,2.0,1.0
شقة للإيجار في شارع خزام ، حي الدريهمية ، الرياض ، الرياض,family,4.0,2.0,2,no,yes,no,no,no,19000.0,West,1.0,4.0
شقة للإيجار في حي ، شارع نجم الدين الأيوبي ، حي ظهرة نمار ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,16500.0,West,2.0,10.0
شقة للإيجار في شارع صيدا ، حي ظهرة لبن ، الرياض ، الرياض,singal,2.0,1.0,1,no,yes,no,no,no,16500.0,West,1.0,4.0
شقة للإيجار في حي ، شارع الصنهاجى ، حي شبرا ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,24000.0,West,2.0,5.0
شقة للإيجار في حي ، شارع أبو سعيد النقاش ، حي ظهرة نمار ، الرياض ، الرياض,family,4.0,1.0,3,yes,yes,no,yes,yes,25000.0,West,2.0,1.0
شقة للإيجار في شارع ثمينة ، حي ظهرة لبن ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,no,no,16000.0,West,2.0,4.0
شقة للإيجار في شارع المصفاء ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,no,no,23000.0,West,1.0,4.0
شقة للإيجار في شارع المجرا ، حي الحزم ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,15000.0,West,2.0,1.0
شقة للإيجار في حي ، شارع دسمان ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,yes,22000.0,West,2.0,8.0
شقة للإيجار في شارع الفرج ، حي طويق ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,16000.0,West,2.0,12.0
شقة للإيجار في شارع الصلة ، حي السويدي ، الرياض ، الرياض,family,5.0,1.0,4,no,yes,no,no,no,25000.0,West,2.0,4.0
شقة للإيجار في شارع ينبع ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,no,yes,24000.0,West,2.0,4.0
شقة للإيجار في حي الحزم ، الرياض ، الرياض,family,5.0,1.0,3,no,yes,no,no,no,21000.0,West,2.0,5.0
شقة للإيجار في شارع عبدالملك بن هشام ، حي السويدي ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,18000.0,West,3.0,4.0
شقة للإيجار في شارع مرات ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,22000.0,West,2.0,11.0
شقة للإيجار في حي ، شارع بقيق ، حي ظهرة لبن ، الرياض ، الرياض,family,5.0,1.0,3,no,no,no,no,no,23000.0,West,3.0,4.0
شقة للإيجار في حي عرقة ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,27000.0,West,3.0,8.0
شقة للإيجار في شارع ابي النعيم الحداد ، حي البديعة ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,yes,17000.0,West,2.0,4.0
شقة للإيجار في حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,3,no,no,no,yes,no,27000.0,West,2.0,1.0
شقة للإيجار في شارع سليمان بن ماجد ، حي العريجاء الوسطى ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,16000.0,West,2.0,6.0
شقة للإيجار في شارع ام الوفاء ابنه الرضي محمد الطبريه ، حي ظهرة نمار ، الرياض ، الرياض,family,3.0,3.0,3 سنة,no,yes,no,no,no,20000.0,West,1.0,4.0
شقة للإيجار في شارع المدرة ، حي العريجاء الغربية ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,18000.0,West,3.0,9.0
شقة للإيجار في شارع وادي زبيد ، حي العريجاء الغربية ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,18000.0,West,3.0,3.0
شقة للإيجار في حي المهدية ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,20000.0,West,3.0,1.0
شقة للإيجار في شارع الداخلة ، حي لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,23000.0,West,2.0,10.0
شقة للإيجار في شارع عائشة بنت أبي بكر ، حي شبرا ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,no,16000.0,West,3.0,6.0
شقة للإيجار في شارع المجد ، حي الحزم ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,17000.0,West,1.0,4.0
شقة للإيجار في حي عرقة ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,27000.0,West,2.0,6.0
شقة للإيجار في شارع المروج ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,18000.0,West,2.0,6.0
شقة للإيجار في شارع حقل ، حي العريجاء الوسطى ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,yes,19000.0,West,2.0,1.0
شقة للإيجار في حي ، شارع مهره ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,22000.0,West,2.0,3.0
شقة للإيجار في طريق المدينة المنورة ، حي طويق ، الرياض ، الرياض,singal,2.0,1.0,2,no,yes,no,no,yes,20000.0,West,3.0,4.0
شقة للإيجار في شارع الكرادمة ، حي البديعة ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,16500.0,West,1.0,12.0
شقة للإيجار في شارع عامر بن عبدالله بن الزبير ، حي طويق ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,15000.0,West,2.0,1.0
شقة للإيجار في حي الجرادية ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,16000.0,West,1.0,10.0
شقة للإيجار في حي المهدية ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,24000.0,West,3.0,4.0
شقة للإيجار في حي ظهرة نمار ، الرياض ، الرياض,family,4.0,1.0,1,no,yes,no,no,yes,18000.0,West,3.0,1.0
شقة للإيجار في شارع احباب ، حي شبرا ، الرياض ، الرياض,family,3.0,3.0,3,no,yes,no,no,no,20000.0,West,2.0,6.0
شقة للإيجار في الرياض ، حي الخزامى ، الرياض,family,3.0,1.0,3,no,yes,yes,yes,yes,90000.0,West,2.0,4.0
شقة للإيجار في شارع القيصومة ، حي الحزم ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,15500.0,West,2.0,6.0
شقة للإيجار في حي العريجاء الغربية ، الرياض ، الرياض,family,2.0,1.0,2,no,no,no,no,no,13500.0,West,3.0,6.0
شقة للإيجار في شارع الطائف ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,20000.0,West,2.0,2.0
شقة للإيجار في شارع سماحة الشيخ عبدالعزيز بن باز ، حي البديعة ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,no,yes,23500.0,West,1.0,4.0
شقة للإيجار في حي ، شارع ابن قاضي ، حي شبرا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,no,yes,15000.0,West,2.0,4.0
شقة للإيجار في شارع الطائف ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,15000.0,West,3.0,4.0
شقة للإيجار في شارع المنذر البلوطي ، حي ظهرة البديعة ، الرياض ، الرياض,family,5.0,1.0,3,no,no,no,no,no,25000.0,West,1.0,4.0
شقة للإيجار في شارع نجران ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,18000.0,West,1.0,4.0
شقة للإيجار في شارع احمد البجلي ، حي طويق ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,14000.0,West,2.0,4.0
شقة للإيجار في شارع المروه ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,18000.0,West,2.0,6.0
شقة للإيجار في حي المهدية ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,23000.0,West,2.0,1.0
شقة للإيجار في شارع محب الدين النويري ، حي طويق ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,14000.0,West,1.0,4.0
شقة للإيجار في شارع سعد بن عتيق ، حي السويدي ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,no,16000.0,West,3.0,4.0
شقة للإيجار في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,24000.0,West,1.0,4.0
شقة للإيجار في شارع القهيب ، حي الحزم ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,no,20000.0,West,2.0,5.0
شقة للإيجار في شارع سليم بن قيس ، حي طويق ، الرياض ، الرياض,family,2.0,1.0,3,no,yes,no,yes,no,30000.0,West,2.0,1.0
شقة للإيجار في شارع النشرة ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,18500.0,West,2.0,1.0
شقة للإيجار في شارع المجردية ، حي الحزم ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,26000.0,West,2.0,1.0
شقة للإيجار في حي ، شارع البردة ، حي العريجاء الوسطى ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,22000.0,West,2.0,5.0
شقة للإيجار في حي ظهرة لبن ، الرياض ، الرياض,family,2.0,3.0,2,yes,yes,no,yes,yes,30000.0,West,1.0,4.0
شقة للإيجار في شارع عبدالملك السلمي ، حي السويدي ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,14000.0,West,1.0,20.0
شقة للإيجار في شارع الطائف ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,19000.0,West,1.0,4.0
شقة للإيجار في شارع عبدالله بن ابي جعفر ، حي العريجاء الغربية ، الرياض ، الرياض,family,1.0,1.0,2,no,no,no,no,no,16500.0,West,3.0,7.0
شقة للإيجار في شارع لبيد بن ربيعة ، حي الزهرة ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,20000.0,West,2.0,4.0
شقة للإيجار في شارع الشيخ محمد بن مهيزع ، حي الزهرة ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,17500.0,West,1.0,4.0
شقة للإيجار في شارع يوسف السنبلاويني ، حي طويق ، الرياض ، الرياض,family,2.0,1.0,2,no,no,no,no,no,18000.0,West,3.0,1.0
شقة للإيجار في حي ، شارع الفجر ، حي السويدي الغربي ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,16500.0,West,2.0,13.0
شقة للإيجار في شارع بدرة ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,19000.0,West,3.0,6.0
شقة للإيجار في حي ، شارع ابي الشجاع اللوزي ، حي السويدي الغربي ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,yes,23000.0,West,3.0,1.0
شقة للإيجار في حي ، شارع المدرا ، حي العريجاء الوسطى ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,yes,16500.0,West,2.0,4.0
شقة للإيجار في حي ، شارع العشيرة ، حي ظهرة لبن ، الرياض ، الرياض,family,5.0,1.0,3,no,yes,yes,yes,yes,40000.0,West,1.0,4.0
شقة للإيجار في حي ، شارع الامير نواف بن عبدالعزيز ، حي أم الحمام الغربي ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,no,yes,14400.0,West,2.0,4.0
شقة للإيجار في شارع النماص ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,yes,no,25000.0,West,1.0,4.0
شقة للإيجار في شارع المجد ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,20000.0,West,2.0,1.0
شقة للإيجار في شارع الحاضرة ، حي السويدي ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,no,18000.0,West,2.0,4.0
شقة للإيجار في حي عرقة ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,30000.0,West,2.0,7.0
شقة للإيجار في شارع الفياضه ، حي عرقة ، الرياض ، الرياض,family,3.0,1.0,2,yes,yes,no,no,yes,45000.0,West,2.0,2.0
شقة للإيجار في حي ، الطريق الدائري الغربي ، حي العريجاء الغربية ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,18000.0,West,2.0,24.0
شقة للإيجار في شارع عبدالملك بن هشام ، حي السويدي ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,no,no,12500.0,West,1.0,30.0
شقة للإيجار في شارع خلاد السلمي ، حي طويق ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,14400.0,West,2.0,4.0
شقة للإيجار في شارع جبل العوصاء ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,22000.0,West,1.0,4.0
شقة للإيجار في شارع تبراك ، حي عرقة ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,28000.0,West,3.0,3.0
شقة للإيجار في شارع عثمان الراضي ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,22000.0,West,2.0,4.0
شقة للإيجار في حي ، شارع حبيب الحنظلي ، حي العريجاء الوسطى ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,18000.0,West,2.0,20.0
شقة للإيجار في حي ، شارع مهره ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,20000.0,West,2.0,3.0
شقة للإيجار في حي ، شارع كمال الدين البغدادي ، حي شبرا ، الرياض ، الرياض,singal,3.0,1.0,2,no,yes,no,yes,yes,26000.0,West,3.0,4.0
شقة للإيجار في حي ، شارع اسماعيل بن خزرج ، حي السويدي الغربي ، الرياض ، الرياض,family,2.0,3.0,2,no,yes,no,no,no,30000.0,West,2.0,10.0
شقة للإيجار في حي ، شارع العشيرة ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,32000.0,West,2.0,1.0
شقة للإيجار في شارع جلاجل ، حي ظهرة لبن ، الرياض ، الرياض,family,7.0,2.0,4,yes,yes,no,no,no,45000.0,West,1.0,1.0
شقة للإيجار في حي المهدية ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,25000.0,West,2.0,4.0
شقة للإيجار في شارع الطائف ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,17000.0,West,2.0,3.0
شقة للإيجار في حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,16000.0,West,2.0,6.0
شقة للإيجار في شارع المقر ، حي الحزم ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,16000.0,West,2.0,1.0
شقة للإيجار في شارع الملعب ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,25000.0,West,1.0,4.0
شقة للإيجار في شارع الشيخ عبدالرحمن بن عبدالله بن محمد ، حي الزهرة ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,14000.0,West,2.0,20.0
شقة للإيجار في شارع جبل الذبيانى ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,no,21600.0,West,1.0,4.0
شقة للإيجار في شارع سالم بن عبدالله البصري ، حي طويق ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,17000.0,West,2.0,1.0
شقة للإيجار في شارع يوسف الصفدي ، حي العريجاء الغربية ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,16000.0,West,3.0,3.0
شقة للإيجار في شارع عمر بن ابي العباس ، حي السويدي ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,17000.0,West,3.0,4.0
شقة للإيجار في شارع المجردية ، حي الحزم ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,15000.0,West,3.0,4.0
شقة للإيجار في شارع النعيرية ، حي ظهرة لبن ، الرياض ، الرياض,singal,1.0,1.0,1,no,no,no,yes,yes,13500.0,West,2.0,1.0
شقة للإيجار في حي ، شارع الفحيحيل ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,30000.0,West,2.0,1.0
شقة للإيجار في شارع سماحة الشيخ عبدالعزيز بن باز ، حي البديعة ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,27500.0,West,1.0,1.0
شقة للإيجار في حي ، شارع شهاب الدين المرشدي ، حي ظهرة نمار ، الرياض ، الرياض,family,2.0,1.0,2,yes,yes,no,no,yes,24000.0,West,2.0,1.0
شقة للإيجار في شارع الخيالة ، حي هجرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,20500.0,West,2.0,4.0
شقة للإيجار في شارع الامام تركي بن عبدالله بن محمد ، حي عليشة ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,22800.0,West,1.0,4.0
شقة للإيجار في شارع احباب ، حي شبرا ، الرياض ، الرياض,family,2.0,2.0,2,no,yes,no,no,no,15000.0,West,3.0,6.0
شقة للإيجار في شارع الفوانيس ، حي عرقة ، الرياض ، الرياض,family,3.0,2.0,3,no,no,no,yes,no,50000.0,West,2.0,1.0
شقة للإيجار في شارع المفتي ، حي طويق ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,18000.0,West,2.0,1.0
شقة للإيجار في شارع عبدالله غازي ، حي ظهرة نمار ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,17000.0,West,3.0,1.0
شقة للإيجار في شارع رقم 54 ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,no,20000.0,West,2.0,1.0
شقة للإيجار في شارع عبدالعزيز بن خيرة ، حي شبرا ، الرياض ، الرياض,family,3.0,1.0,1,no,yes,no,no,no,15500.0,West,3.0,10.0
شقة للإيجار في شارع المبداء ، حي الحزم ، الرياض ، الرياض,family,4.0,1.0,4,no,yes,no,no,no,26000.0,West,2.0,4.0
شقة للإيجار في شارع الشريهية ، حي ظهرة البديعة ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,15000.0,West,2.0,4.0
شقة للإيجار في شارع الوطن ، حي ظهرة لبن ، الرياض ، الرياض,family,5.0,1.0,3,no,yes,no,yes,no,32000.0,West,2.0,4.0
شقة للإيجار في حي ، شارع الجموح الانصاري ، حي أم الحمام الشرقي ، الرياض ، الرياض,singal,3.0,1.0,1,no,yes,no,no,yes,35000.0,West,1.0,6.0
شقة للإيجار في شارع نجران ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,18500.0,West,2.0,4.0
شقة للإيجار في حي ، شارع الصدق ، حي ظهرة نمار ، الرياض ، الرياض,family,4.0,2.0,5,no,no,no,yes,no,34000.0,West,1.0,1.0
شقة للإيجار في شارع يحيى الجفصي ، حي عرقة ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,60000.0,West,3.0,1.0
شقة للإيجار في حي ، شارع نجم الدين الأيوبي ، حي ظهرة نمار ، الرياض ، الرياض,singal,1.0,1.0,1,no,yes,no,no,no,13000.0,West,3.0,3.0
شقة للإيجار في شارع جبل العوصاء ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,22000.0,West,2.0,1.0
شقة للإيجار في شارع ينبع ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,15000.0,West,2.0,4.0
شقة للإيجار في شارع محمد بن صاعد ، حي الرفيعة ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,yes,yes,35000.0,West,2.0,1.0
شقة للإيجار في شارع مراغان ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,24000.0,West,2.0,6.0
شقة للإيجار في شارع الورد ، حي ظهرة لبن ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,18000.0,West,2.0,9.0
شقة للإيجار في شارع بركه ، حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,no,yes,28000.0,West,2.0,4.0
شقة للإيجار في حي العريجاء الغربية ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,no,16500.0,West,1.0,10.0
شقة للإيجار في شارع علي الدفاع ، حي طويق ، الرياض ، الرياض,family,7.0,2.0,5,no,yes,no,yes,no,25000.0,West,2.0,1.0
شقة للإيجار في شارع حمزة بن عبدالمطلب ، حي الحزم ، الرياض ، الرياض,singal,3.0,1.0,2,no,yes,no,no,no,20000.0,West,2.0,1.0
شقة للإيجار في حي ، شارع الامير نواف بن عبدالعزيز ، حي أم الحمام الغربي ، الرياض ، الرياض,family,4.0,2.0,1,no,yes,no,no,yes,25000.0,West,1.0,4.0
شقة للإيجار في شارع الباحة ، حي السويدي الغربي ، الرياض ، الرياض,family,3.0,3.0,3,yes,yes,no,no,yes,18000.0,West,1.0,4.0
شقة للإيجار في شارع الدمنهوري ، حي العريجاء الوسطى ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,16000.0,West,3.0,9.0
شقة للإيجار في حي ظهرة لبن ، الرياض ، الرياض,family,4.0,1.0,2,no,no,no,no,no,17000.0,West,2.0,1.0
